calories,carbs,category,fat,name,restaurant
540,23,"Fried Chicken Salad, Regular w/o dressing",42,"Fried Chicken Salad, Regular w/o dressing",Applebee's
370,21,"Grilled Chicken Caesar, Regular w/o dressing ",10,"Grilled Chicken Caesar, Regular w/o dressing ",Applebee's
1000,87,Honey BBQ Chicken Sandwich,42,Honey BBQ Chicken Sandwich,Applebee's
240,11,Kids Chicken Tenders,14,Kids Chicken Tenders,Applebee's
300,45,Kids Kraft Macaroni and Cheese,9,Kids Kraft Macaroni and Cheese,Applebee's
30,4,Kids Steamed Broccoli Side,0,Kids Steamed Broccoli Side,Applebee's
1930,121,New England Fish & Chips ,138,New England Fish & Chips ,Applebee's
680,55,"Oriental Grilled Chicken Salad, Half",40,"Oriental Grilled Chicken Salad, Half",Applebee's
1090,66,Potato Skins,103,Potato Skins,Applebee's
530,28,Santa Fe Chicken Salad,37,Santa Fe Chicken Salad,Applebee's
850,118,Sizzling Asian Shrimp,33,Sizzling Asian Shrimp,Applebee's
310,12,Small Caesar Salad (with dressing) ,27,Small Caesar Salad (with dressing) ,Applebee's
1110,79,Steak Quesadilla Towers,73,Steak Quesadilla Towers,Applebee's
250,28,Tomato Basil Soup ,14,Tomato Basil Soup ,Applebee's
550,42,"Trios Boneless Wings, Southern BBQ",28,"Trios Boneless Wings, Southern BBQ",Applebee's
430,43,Trios Grilled Chicken Wonton Tacos,18,Trios Grilled Chicken Wonton Tacos,Applebee's
930,50,Veggie Patch™ Pizza,67,Veggie Patch™ Pizza,Applebee's
1030,54,"Apple Walnut Chicken Salad, Regular",67,"Apple Walnut Chicken Salad, Regular",Applebee's
380,25,Asiago Peppercorn Steak w/sides,14,Asiago Peppercorn Steak w/sides,Applebee's
1160,66,"Boneless Wings, Classic Buffalo",69,"Boneless Wings, Classic Buffalo",Applebee's
360,49,Brownie Bite,17,Brownie Bite,Applebee's
740,21,"California Shrimp Salad, Regular ",61,"California Shrimp Salad, Regular ",Applebee's
310,8,Chicken Caesar Salad,20,Chicken Caesar Salad,Applebee's
102,85,Chicken Tenders Basket ,60,Chicken Tenders Basket ,Applebee's
450,42,Chocolate Mousse Shooter ,31,Chocolate Mousse Shooter ,Applebee's
1180,77,Cowboy Burger,70,Cowboy Burger,Applebee's
1300,77,Florentine Ravioli with Chicken ,82,Florentine Ravioli with Chicken ,Applebee's
150,22,Fried Red Potatoes,5,Fried Red Potatoes,Applebee's
590,58,Grilled Chicken Wonton Tacos,24,Grilled Chicken Wonton Tacos,Applebee's
350,43,Hot Fudge Sundae Shooter,18,Hot Fudge Sundae Shooter,Applebee's
215,36,Kids Chocolate Milk (1% 8oz),4,Kids Chocolate Milk (1% 8oz),Applebee's
130,14,Kids Milk (1% or 2% 8 oz),4,Kids Milk (1% or 2% 8 oz),Applebee's
260,31,Kids Strawberry Sundae,14,Kids Strawberry Sundae,Applebee's
480,1,New York Strip,24,New York Strip,Applebee's
340,38,"Oriental Grilled Chicken Salad, Half w/o dressing",9,"Oriental Grilled Chicken Salad, Half w/o dressing",Applebee's
970,81,Potato Twisters,60,Potato Twisters,Applebee's
940,52,"Santa Fe Chicken Salad, Half",73,"Santa Fe Chicken Salad, Half",Applebee's
850,63,Sizzling Cajun Steak & Shrimp ,41,Sizzling Cajun Steak & Shrimp ,Applebee's
860,61,Smothered Grilled Chicken ,41,Smothered Grilled Chicken ,Applebee's
1250,68,Steakhouse Burger with A.1.® Steak Sauce,84,Steakhouse Burger with A.1.® Steak Sauce,Applebee's
570,45,"Trios Boneless Wings, Sweet & spicy sauce",28,"Trios Boneless Wings, Sweet & spicy sauce",Applebee's
430,39,Trios Mozzarella Sticks,21,Trios Mozzarella Sticks,Applebee's
350,43,Weight Watchers® Cajun Lime Tilapia ,5,Weight Watchers® Cajun Lime Tilapia ,Applebee's
470,18,"Apple Walnut Chicken Salad, Regular w/o dressing",22,"Apple Walnut Chicken Salad, Regular w/o dressing",Applebee's
970,51,Bacon Cheddar Cheeseburger,60,Bacon Cheddar Cheeseburger,Applebee's
1250,16,"Boneless Wings, Honey BBQ",55,"Boneless Wings, Honey BBQ",Applebee's
850,56,Bruschetta Chicken ,42,Bruschetta Chicken ,Applebee's
380,16,"California Shrimp Salad, Regular w/o dressing ",24,"California Shrimp Salad, Regular w/o dressing ",Applebee's
850,63,Chicken Fajita Rollup,62,Chicken Fajita Rollup,Applebee's
1320,107,Chicken Tenders Platter ,78,Chicken Tenders Platter ,Applebee's
350,22,Clam Chowder,24,Clam Chowder,Applebee's
1520,208,Crispy Orange Chicken ,53,Crispy Orange Chicken ,Applebee's
840,75,French Dip Sliders,49,French Dip Sliders,Applebee's
390,53,"Fries, Side",18,"Fries, Side",Applebee's
470,30,Grilled Dijon Chicken & Portobellos,16,Grilled Dijon Chicken & Portobellos,Applebee's
120,9,House Salad,8,House Salad,Applebee's
260,28,Kids Corn Dog,14,Kids Corn Dog,Applebee's
430,24,Kids Mini Cheeseburger – 1,30,Kids Mini Cheeseburger – 1,Applebee's
70,19,Kids Tropicana Fruit Punch (12 oz),0,Kids Tropicana Fruit Punch (12 oz),Applebee's
730,98,Orange Glazed Salmon ,17,Orange Glazed Salmon ,Applebee's
1290,92,"Oriental Grilled Chicken Salad, Regular",79,"Oriental Grilled Chicken Salad, Regular",Applebee's
1520,116,Provolone-Stuffed Meatballs with Fettuccine ,90,Provolone-Stuffed Meatballs with Fettuccine ,Applebee's
760,49,"Santa Fe Chicken Salad, Half w/o dressing",55,"Santa Fe Chicken Salad, Half w/o dressing",Applebee's
570,40,Sizzling Chicken with Spicy Queso Blanco,22,Sizzling Chicken with Spicy Queso Blanco,Applebee's
1140,68,Southwest Jalapeño Burger,72,Southwest Jalapeño Burger,Applebee's
380,37,Strawberry Cheesecake Shooter ,23,Strawberry Cheesecake Shooter ,Applebee's
510,31,Trios Cheese Quesadilla Grande,44,Trios Cheese Quesadilla Grande,Applebee's
560,48,Trios Pork Wonton Tacos,28,Trios Pork Wonton Tacos,Applebee's
490,51,Weight Watchers® Chipotle Lime Chicken ,12,Weight Watchers® Chipotle Lime Chicken ,Applebee's
520,46,Shroom & Swiss,28,Shroom & Swiss,Arby's
590,60,Smokin’ Chipotle Chicken*,23,Smokin’ Chipotle Chicken*,Arby's
500,42,Roast Turkey & Swiss Wrap,24,Roast Turkey & Swiss Wrap,Arby's
390,42,Potato Cakes (3),23,Potato Cakes (3),Arby's
80,21,CapriSun® Fruit Juice,0,CapriSun® Fruit Juice,Arby's
460,85,Jamocha Oreo® Shake - Small,15,Jamocha Oreo® Shake - Small,Arby's
510,67,Chocolate Turnover,25,Chocolate Turnover,Arby's
270,22,"Ham, Egg & Cheese Croissant",14,"Ham, Egg & Cheese Croissant",Arby's
420,54,Chocolate Chunk Cookies (2),21,Chocolate Chunk Cookies (2),Arby's
360,37,Roast Beef Classic,14,Roast Beef Classic,Arby's
430,42,Deluxe Bacon Cheddar,19,Deluxe Bacon Cheddar,Arby's
460,41,Roast Chicken Club,18,Roast Chicken Club,Arby's
810,78,"Roast Turkey, Ranch & Bacon Sandwich",36,"Roast Turkey, Ranch & Bacon Sandwich",Arby's
510,57,Potato Cakes (4),30,Potato Cakes (4),Arby's
630,115,Jamocha Oreo® Swirl Shake - Regular,20,Jamocha Oreo® Swirl Shake - Regular,Arby's
350,60,Jr Chocolate Shake,9,Jr Chocolate Shake,Arby's
300,36,Outside-In Cinnamon Bites™,15,Outside-In Cinnamon Bites™,Arby's
300,31,Jalapeno Bites® – (5),17,Jalapeno Bites® – (5),Arby's
470,38,Roast Beef Mild,22,Roast Beef Mild,Arby's
450,51,French Dip & Swiss/Au Jus,17,French Dip & Swiss/Au Jus,Arby's
360,31,Prime-Cut™ Chicken Tenders (3),17,Prime-Cut™ Chicken Tenders (3),Arby's
600,42,"Roast Turkey, Ranch & Bacon Wrap",32,"Roast Turkey, Ranch & Bacon Wrap",Arby's
460,56,Steakhouse Onion Rings (5),24,Steakhouse Onion Rings (5),Arby's
380,60,Vanilla Shake - Small,12,Vanilla Shake - Small,Arby's
350,60,Jr Jamocha Shake,9,Jr Jamocha Shake,Arby's
590,47,Classic Italian Toasted Sub,37,Classic Italian Toasted Sub,Arby's
470,49,Jalapeno Bites® – (8),27,Jalapeno Bites® – (8),Arby's
610,46,Roast Beef Max,29,Roast Beef Max,Arby's
660,46,Angus Three Cheese & Bacon Sandwich,33,Angus Three Cheese & Bacon Sandwich,Arby's
610,52,Prime-Cut™ Chicken Tenders (5),28,Prime-Cut™ Chicken Tenders (5),Arby's
430,30,Chopped Farmhouse Chicken Salad – Crispy,24,Chopped Farmhouse Chicken Salad – Crispy,Arby's
440,39,Mozzarella Sticks – (4),23,Mozzarella Sticks – (4),Arby's
480,74,Vanilla Shake - Regular,15,Vanilla Shake - Regular,Arby's
290,45,Jr Vanilla Shake,9,Jr Vanilla Shake,Arby's
480,47,Turkey Bacon Club Toasted Sub,21,Turkey Bacon Club Toasted Sub,Arby's
350,32,Loaded Potato Bites® – (5),21,Loaded Potato Bites® – (5),Arby's
15,3,Arby’s Sauce® Adds,0,Arby’s Sauce® Adds,Arby's
640,47,Angus Cool Deli Sandwich,35,Angus Cool Deli Sandwich,Arby's
45,11,Tangy Barbeque Sauce Adds,0,Tangy Barbeque Sauce Adds,Arby's
250,11,Chopped Farmhouse Chicken Salad – Roast,13,Chopped Farmhouse Chicken Salad – Roast,Arby's
660,59,Mozzarella Sticks – (6),34,Mozzarella Sticks – (6),Arby's
210,24,Jr Roast Beef Sandwich,8,Jr Roast Beef Sandwich,Arby's
460,33,Sausage Biscuit,31,Sausage Biscuit,Arby's
620,51,Chicken Cordon Bleu – Crispy,30,Chicken Cordon Bleu – Crispy,Arby's
570,51,Loaded Potato Bites® – (8),34,Loaded Potato Bites® – (8),Arby's
50,3,Horsey Sauce® Adds,5,Horsey Sauce® Adds,Arby's
620,41,Angus Cool Deli Wrap,36,Angus Cool Deli Wrap,Arby's
10,1,Buffalo Dipping Sauce Adds,1,Buffalo Dipping Sauce Adds,Arby's
70,4,Chopped Side Salad,5,Chopped Side Salad,Arby's
210,24,Jr Roast Beef,8,Jr Roast Beef,Arby's
160,28,1% Lowfat Chocolate Milk*,2,1% Lowfat Chocolate Milk*,Arby's
340,33,Jr Chicken Sandwich,17,Jr Chicken Sandwich,Arby's
460,45,Sausage Gravy Biscuit,26,Sausage Gravy Biscuit,Arby's
490,40,Chicken Cordon Bleu – Roast,21,Chicken Cordon Bleu – Roast,Arby's
240,35,Homestyle Fries – Kids,10,Homestyle Fries – Kids,Arby's
450,43,Beef'n Cheddar Classic,21,Beef'n Cheddar Classic,Arby's
500,53,Cravin’ Chicken Sandwich – Crispy,21,Cravin’ Chicken Sandwich – Crispy,Arby's
140,5,Honey Dijon Mustard Sauce Adds,13,Honey Dijon Mustard Sauce Adds,Arby's
450,55,Curly Fries – Small,24,Curly Fries – Small,Arby's
240,21,Prime-Cut™ Chicken Tenders - (2),11,Prime-Cut™ Chicken Tenders - (2),Arby's
450,75,Chocolate Shake - Small,12,Chocolate Shake - Small,Arby's
210,26,Jr Ham & Cheddar Sandwich,6,Jr Ham & Cheddar Sandwich,Arby's
350,39,Chicken Biscuit*,15,Chicken Biscuit*,Arby's
440,44,Super Roast Beef,20,Super Roast Beef,Arby's
360,52,Homestyle Fries – Small,16,Homestyle Fries – Small,Arby's
550,43,Beef'n Cheddar Mild,28,Beef'n Cheddar Mild,Arby's
370,42,Cravin’ Chicken Sandwich – Roast,12,Cravin’ Chicken Sandwich – Roast,Arby's
160,2,Ranch Dipping Sauce Adds,16,Ranch Dipping Sauce Adds,Arby's
600,74,Curly Fries – Medium,31,Curly Fries – Medium,Arby's
270,33,Curly Fries – Kids,14,Curly Fries – Kids,Arby's
570,98,Chocolate Shake - Regular,15,Chocolate Shake - Regular,Arby's
270,33,Curly Fries – Value,14,Curly Fries – Value,Arby's
450,34,"Bacon, Egg & Cheese Biscuit",26,"Bacon, Egg & Cheese Biscuit",Arby's
390,39,Arby’s Melt,16,Arby’s Melt,Arby's
480,69,Homestyle Fries – Medium,21,Homestyle Fries – Medium,Arby's
680,46,Beef'n Cheddar Max,37,Beef'n Cheddar Max,Arby's
600,53,Chicken Bacon & Swiss – Crispy,28,Chicken Bacon & Swiss – Crispy,Arby's
700,64,Reuben Sandwich,32,Reuben Sandwich,Arby's
710,87,Curly Fries – Large,37,Curly Fries – Large,Arby's
260,28,Potato Cakes (2),15,Potato Cakes (2),Arby's
440,75,Jamocha Shake - Small,12,Jamocha Shake - Small,Arby's
440,68,Apple Turnover,17,Apple Turnover,Arby's
740,45,"Sausage, Egg & Cheese Wrap",47,"Sausage, Egg & Cheese Wrap",Arby's
300,37,Ham & Swiss Melt,8,Ham & Swiss Melt,Arby's
610,86,Homestyle Fries – Large,26,Homestyle Fries – Large,Arby's
520,43,Bacon Beef ‘n Cheddar,26,Bacon Beef ‘n Cheddar,Arby's
470,43,Chicken Bacon & Swiss – Roast,19,Chicken Bacon & Swiss – Roast,Arby's
710,78,Roast Turkey & Swiss Sandwich,28,Roast Turkey & Swiss Sandwich,Arby's
260,28,Potato Cakes (2),15,Potato Cakes (2),Arby's
80,21,Applesauce,0,Applesauce,Arby's
570,97,Jamocha Shake - Regular,15,Jamocha Shake - Regular,Arby's
440,67,Cherry Turnover,17,Cherry Turnover,Arby's
480,46,"Ham, Egg & Cheese Sourdough",20,"Ham, Egg & Cheese Sourdough",Arby's
270,25,Jr Deluxe Sandwich,14,Jr Deluxe Sandwich,Arby's
780,59,Bistro Chicken Press,41,Bistro Chicken Press,Atlanta Bread Company
390,46,Kid’S Grilled Cheese,15,Kid’S Grilled Cheese,Atlanta Bread Company
230,23,Baked Potato,13,Baked Potato,Atlanta Bread Company
190,16,New England Clam Chowder,9,New England Clam Chowder,Atlanta Bread Company
500,6,Basil Pesto Pasta,10,Basil Pesto Pasta,Atlanta Bread Company
640,121,French Toast With Maple Syrup,11,French Toast With Maple Syrup,Atlanta Bread Company
390,53,Asiago Bagel,11,Asiago Bagel,Atlanta Bread Company
180,2,Olive Cream Cheese,17,Olive Cream Cheese,Atlanta Bread Company
540,71,Bear Claw,24,Bear Claw,Atlanta Bread Company
360,41,Cheese Croissant,19,Cheese Croissant,Atlanta Bread Company
410,45,Shortbread Cookie,24,Shortbread Cookie,Atlanta Bread Company
290,39,Asiago Focaccia,9,Asiago Focaccia,Atlanta Bread Company
410,64,Honey Maple Ham On Honey Wheat,5,Honey Maple Ham On Honey Wheat,Atlanta Bread Company
450,29,Chicken Waldorf,29,Chicken Waldorf,Atlanta Bread Company
330,35,Balsamic Bleu Salad,18,Balsamic Bleu Salad,Atlanta Bread Company
400,17,Homestyle Chicken & Dumpling,34,Homestyle Chicken & Dumpling,Atlanta Bread Company
840,95,Chicken Pesto Calzone,33,Chicken Pesto Calzone,Atlanta Bread Company
970,79,Penne Pomodoro,43,Penne Pomodoro,Atlanta Bread Company
190,1,Scrambled Eggs,13,Scrambled Eggs,Atlanta Bread Company
610,63,Banana Nut Muffin,36,Banana Nut Muffin,Atlanta Bread Company
420,39,Banana Nut Muffin Top,26,Banana Nut Muffin Top,Atlanta Bread Company
860,72,Pecan Roll,59,Pecan Roll,Atlanta Bread Company
410,56,Chocolate Toffee Cookie,19,Chocolate Toffee Cookie,Atlanta Bread Company
520,65,Key Lime Pie,26,Key Lime Pie,Atlanta Bread Company
90,18,Rye Loaf,1,Rye Loaf,Atlanta Bread Company
630,57,Tuna Salad On French,33,Tuna Salad On French,Atlanta Bread Company
710,80,Chicken Pesto Panini,26,Chicken Pesto Panini,Atlanta Bread Company
240,22,Chopstix Chicken Salad,10,Chopstix Chicken Salad,Atlanta Bread Company
290,26,Frontier Chicken Chili,10,Frontier Chicken Chili,Atlanta Bread Company
530,46,Four Cheese Pizza,23,Four Cheese Pizza,Atlanta Bread Company
490,52,"Bacon, Egg & Cheese Sandwich",21,"Bacon, Egg & Cheese Sandwich",Atlanta Bread Company
500,3,Ham & Swiss Omelette,35,Ham & Swiss Omelette,Atlanta Bread Company
320,41,Blueberry Muffin,15,Blueberry Muffin,Atlanta Bread Company
250,31,Blueberry Muffin Top,12,Blueberry Muffin Top,Atlanta Bread Company
440,63,Raspberry Cheese Danish,18,Raspberry Cheese Danish,Atlanta Bread Company
460,59,Toffee Chocolate Chunk Cookie,23,Toffee Chocolate Chunk Cookie,Atlanta Bread Company
440,46,Cookies And Cream Cheesecake,26,Cookies And Cream Cheesecake,Atlanta Bread Company
90,18,Sourdough Baguette,0,Sourdough Baguette,Atlanta Bread Company
610,34,Bella Chicken Sandwich,38,Bella Chicken Sandwich,Atlanta Bread Company
710,81,Turkey Club Panini,24,Turkey Club Panini,Atlanta Bread Company
90,13,House Salad,2,House Salad,Atlanta Bread Company
430,13,Chicken Peppercorn,34,Chicken Peppercorn,Atlanta Bread Company
920,76,Asiago Cream Pasta,50,Asiago Cream Pasta,Atlanta Bread Company
530,83,Belgian Waffle With Maple Syrup & Whipped Cream,18,Belgian Waffle With Maple Syrup & Whipped Cream,Atlanta Bread Company
360,3,Tomato Bacon Omelette,27,Tomato Bacon Omelette,Atlanta Bread Company
270,55,Cinnamon Raisin Bagel,1,Cinnamon Raisin Bagel,Atlanta Bread Company
190,14,Honey Raisin Walnut Cream Cheese,14,Honey Raisin Walnut Cream Cheese,Atlanta Bread Company
460,67,Apple Danish,18,Apple Danish,Atlanta Bread Company
560,68,Chocolate Croissant,28,Chocolate Croissant,Atlanta Bread Company
440,42,Peanut Butter Cookie,37,Peanut Butter Cookie,Atlanta Bread Company
660,57,Caramel Nut Cheesecake,43,Caramel Nut Cheesecake,Atlanta Bread Company
930,98,California Avocado,50,California Avocado,Atlanta Bread Company
550,89,Kid’S Peanut Butter & Jelly,15,Kid’S Peanut Butter & Jelly,Atlanta Bread Company
330,23,Baja Chicken Enchilada,19,Baja Chicken Enchilada,Atlanta Bread Company
910,89,Chicken Parmesan,34,Chicken Parmesan,Atlanta Bread Company
420,39,Morning Classic With Ham,15,Morning Classic With Ham,Atlanta Bread Company
190,1,Plain Cream Cheese,19,Plain Cream Cheese,Atlanta Bread Company
240,51,Low Fat Pumpkin Muffin,2,Low Fat Pumpkin Muffin,Atlanta Bread Company
490,66,Cheese Danish,22,Cheese Danish,Atlanta Bread Company
330,37,French Croissant,17,French Croissant,Atlanta Bread Company
450,73,Double Chocolate Brownie,19,Double Chocolate Brownie,Atlanta Bread Company
80,14,Asiago Loaf,1,Asiago Loaf,Atlanta Bread Company
90,19,French Baguette,0,French Baguette,Atlanta Bread Company
120,22,Nine Grain Bread,2,Nine Grain Bread,Atlanta Bread Company
440,42,Chicken Salad On Sourdough,19,Chicken Salad On Sourdough,Atlanta Bread Company
960,62,Turkey Bacon Rustica,56,Turkey Bacon Rustica,Atlanta Bread Company
470,69,Kid’S Penne And Cheese,11,Kid’S Penne And Cheese,Atlanta Bread Company
190,24,Chicken & Sausage Gumbo,6,Chicken & Sausage Gumbo,Atlanta Bread Company
320,52,Bbq Chicken Pizza,5,Bbq Chicken Pizza,Atlanta Bread Company
860,83,Fettuccine Salmone,35,Fettuccine Salmone,Atlanta Bread Company
650,32,Morning Classic With Sausage,40,Morning Classic With Sausage,Atlanta Bread Company
390,63,Sesame Seed Bagel,9,Sesame Seed Bagel,Atlanta Bread Company
180,7,Vegetable Cream Cheese,15,Vegetable Cream Cheese,Atlanta Bread Company
530,83,Pumpkin Muffin,20,Pumpkin Muffin,Atlanta Bread Company
560,74,Gooey Butter Danish,26,Gooey Butter Danish,Atlanta Bread Company
430,58,Chocolate Chunk Cookie,21,Chocolate Chunk Cookie,Atlanta Bread Company
680,53,Carrot Cake Cheesecake,49,Carrot Cake Cheesecake,Atlanta Bread Company
110,22,Pumpernickel Loaf,1,Pumpernickel Loaf,Atlanta Bread Company
660,59,Ny Hot Pastrami,29,Ny Hot Pastrami,Atlanta Bread Company
300,44,Kid’S Cheese Pizza,7,Kid’S Cheese Pizza,Atlanta Bread Company
250,14,Broccoli & Cheese,17,Broccoli & Cheese,Atlanta Bread Company
290,24,Wisconsin Cheese,15,Wisconsin Cheese,Atlanta Bread Company
980,180,Penne Bolognese,13,Penne Bolognese,Atlanta Bread Company
420,31,Morning Classic With Bacon,21,Morning Classic With Bacon,Atlanta Bread Company
340,62,Poppy Seed Bagel,5,Poppy Seed Bagel,Atlanta Bread Company
100,8,Raspberry Cream Cheese,8,Raspberry Cream Cheese,Atlanta Bread Company
620,79,Mocha Chip Muffin,30,Mocha Chip Muffin,Atlanta Bread Company
640,91,Cinnamon Roll,26,Cinnamon Roll,Atlanta Bread Company
430,63,Raspberry Cheese Croissant,18,Raspberry Cheese Croissant,Atlanta Bread Company
460,73,Creamy Caramel Brownie,19,Creamy Caramel Brownie,Atlanta Bread Company
110,23,French Loaf,0,French Loaf,Atlanta Bread Company
430,78,Panini Bread,8,Panini Bread,Atlanta Bread Company
370,50,Turkey On Nine Grain,6,Turkey On Nine Grain,Atlanta Bread Company
670,80,Chicken Cordon Bleu Panini,19,Chicken Cordon Bleu Panini,Atlanta Bread Company
560,40,Salsa Fresca Salmon Salad,29,Salsa Fresca Salmon Salad,Atlanta Bread Company
290,33,Classic Beef Chili,10,Classic Beef Chili,Atlanta Bread Company
480,43,Margherita Pizza,22,Margherita Pizza,Atlanta Bread Company
440,52,Egg & Cheese Sandwich,17,Egg & Cheese Sandwich,Atlanta Bread Company
460,6,Florentine Omelette,34,Florentine Omelette,Atlanta Bread Company
640,83,Chocolate Chip Muffin,31,Chocolate Chip Muffin,Atlanta Bread Company
390,51,Chocolate Chip Muffin Top,19,Chocolate Chip Muffin Top,Atlanta Bread Company
560,66,Sticky Bun,30,Sticky Bun,Atlanta Bread Company
470,52,White Chocolate Macadamia Nut Cookie,26,White Chocolate Macadamia Nut Cookie,Atlanta Bread Company
610,54,Pecan Turtle Cheesecake,41,Pecan Turtle Cheesecake,Atlanta Bread Company
270,55,Ciabatta,2,Ciabatta,Atlanta Bread Company
140,28,Sourdough Bread,0,Sourdough Bread,Atlanta Bread Company
500,52,Veggie On Nine Grain,25,Veggie On Nine Grain,Atlanta Bread Company
650,80,Cubano Panini,19,Cubano Panini,Atlanta Bread Company
150,7,Caesar Salad,9,Caesar Salad,Atlanta Bread Company
290,18,Tomato Fennel & Dill,23,Tomato Fennel & Dill,Atlanta Bread Company
340,44,Pepperoni Pizza,10,Pepperoni Pizza,Atlanta Bread Company
500,54,"Ham, Egg & Cheddar Cheese Sandwich",18,"Ham, Egg & Cheddar Cheese Sandwich",Atlanta Bread Company
470,5,Spanish Omelette,35,Spanish Omelette,Atlanta Bread Company
410,53,Mocha Chip Muffin Top,20,Mocha Chip Muffin Top,Atlanta Bread Company
620,67,Almond Croissant,35,Almond Croissant,Atlanta Bread Company
410,60,"Chocolate, Oatmeal And Craisin Cookie",17,"Chocolate, Oatmeal And Craisin Cookie",Atlanta Bread Company
570,52,Plain Cheesecake,36,Plain Cheesecake,Atlanta Bread Company
390,80,Sourdough Soup Bowl,1,Sourdough Soup Bowl,Atlanta Bread Company
750,57,Abc Special,38,Abc Special,Atlanta Bread Company
